t_sl_Fa," y_sl_Fa"," t_sl_Fp"," y_sl_Fp"," t_sl_Fnu"," y_sl_Fnu"," t_dl_Fa"," y_dl_Fa"," t_dl_Fp"," y_dl_Fp"," t_dl_Fnu"," y_dl_Fnu"
8.473604653073298," 0.003626703940181164",,,,,"7.2412999594632765"," -0.01449477890858275",,,,
8.721078487751182," 0.021661837846639997",,,,,"7.400924564844425"," 0.0016179755320440137",,,,
8.932159111447021," 0.003626703940181164",,,,,"7.560549170225572"," 0.027907206461488254",,,,
,,,,,,"7.720173775606719"," 0.04317192119471347",,,,
,,,,,,"7.879798380987866"," 0.030451325583692235",,,,
,,,,,,"8.039422986369015"," 0.004162094654248438",,,,
,,,,,,"8.199047591750162"," -0.013646739201181202",,,,
,,,,,,"8.358672197131309"," -0.0034702627123643914",,,,
,,,,,,"8.518296802512458"," 0.020274849094875202",,,,
,,,,,,"8.677921407893605"," 0.041475841779910594",,,,
,,,,,,"8.837546013274752"," 0.03553956382810086",,,,
,,,,,,"8.953636635370133"," 0.0161194545286083",,,,
